title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil,normalized_rating,normalized_reviews,score
Pelabuhan Ajibata,"https://www.google.com/maps/place/Pelabuhan+Ajibata/@2.6594408,98.929854,17z/data=!4m10!1m2!2m1!1spelabuhan+ajibata!3m6!1s0x3031ef99777d1195:0x94b49e482663d92d!8m2!3d2.6594408!4d98.9346176!15sChFwZWxhYnVoYW4gYWppYmF0YZIBDnBvcnRfYXV0aG9yaXR5qgE6EAEyHxABIhsCFdnoYnO0Vg1u2mQ_6gccZYPAgLc63VWhswcyFRACIhFwZWxhYnVoYW4gYWppYmF0YeABAA!16s%2Fg%2F11fqjf3g9g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipP4zpyg0J4MwPz54PWi_1UDighBJPuHd8boBDH7=w80-h106-k-no,4.4,618,"Jl. Justin Sirait, Pardamean Ajibata, Kec. Ajibata, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-21.00,2.6594445,98.9346166,Bahari,"Transportasi, Pemandangan","Pelabuhan Ajibata, salah satu pelabuhan di tepi Danau Toba, menjadi titik penyeberangan menggunakan kapal ferry dan wisata menuju lokasi seperti Parapat atau Ambarita",Ajibata,0,0,0,0.5384615384615388,0.12429492344883158,0.41421155395772663
Pantai Pasir putih sigurgur,https://www.google.com/maps/place/Pantai+Pasir+putih+sigurgur/data=!4m7!3m6!1s0x3031b9c2b3a50245:0xec8b38bc49dd494d!8m2!3d2.7491743!4d98.71396!16s%2Fg%2F11p0__v39v!19sChIJRQKls8K5MTARTUndSbw4i-w?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPfkXQlu2m_GkptMCw1Z7PRnUpFHEvTUw-47bzC=w138-h92-k-no,3.9,9,"Simarmata, Simanindo, Kabupaten Samosir, Sumatera Utara",Open 09.00-22.00,2.7491743,98.71396,Bahari,"Piknik, Hiburan, Olahraga, Pemandangan, Fotografi","Pantai Pasir Putih Sigurgur menawarkan hamparan pasir putih eksotis dengan pemandangan indah Danau Toba. Destinasi ini ideal untuk menikmati sunset, bersantai di gazebo Sigurgur Restaurant sambil mencicipi kuliner khas Batak, serta berfoto di berbagai spot menarik. Garis pantainya yang lembut cocok untuk bermain pasir dan berjemur, sementara ombak tenang memungkinkan wisatawan menikmati olahraga air ringan seperti banana boat dan perahu karet.",Simanindo,0,0,0,0.15384615384615374,0.0016116035455278,0.054087894377982976
Desa Wisata Martoba,https://www.google.com/maps/place/Desa+Wisata+Martoba/data=!4m7!3m6!1s0x3031c1670511a7ab:0x1dcb6cad692ef370!8m2!3d2.6975449!4d98.8142774!16s%2Fg%2F11vwpmj4_5!19sChIJq6cRBWfBMTARcPMuaa1syx0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPlocSGC53Z2NUab_YpbhVphuKhcyZ-4wZF4BL2=w137-h92-k-no,5.0,7,"Martoba, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.6975449,98.8142774,Alam,"Camping, Pemandangan, Trekking","Desa Wisata Martoba adalah objek wisata berbasis desa yang menawarkan paket lengkap mulai dari wisata alam di bukit kecil dengan pemandangan 180° Danau Toba bagian timur, camping ground di puncak bukit untuk menikmati matahari terbit terbaik.",Simanindo,0,0,0,1.0,0.0012087026591458502,0.3501813053988719
Tuk Tuk Tara Bunga Beach,https://www.google.com/maps/place/Tuk+Tuk+Tara+Bunga+Beach/data=!4m7!3m6!1s0x3031bf0026aba541:0x8d3889a298430a45!8m2!3d2.7621326!4d98.8267323!16s%2Fg%2F11yb0_t09b!19sChIJQaWrJgC_MTARRQpDmKKJOI0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP0f3JmQbEgsU0mivCuCSRnfHf1hVxmwh5U8vFS=w122-h92-k-no,5.0,5,"Pematang Tambun Raya, Kec. Pematang Sidamanik, Kabupaten Simalungun, Sumatera Utara",Open 24 hours,2.7621326,98.8267323,Bahari,"Piknik, Pemandangan, Santai","Tuk Tuk Tara Bunga Beach adalah pantai tepi Danau Toba dengan hamparan pasir halus dan air jernih yang dikelilingi perbukitan hijau Tara Bunga, di tepi pantai berdiri warung-warung lokal yang menyajikan kuliner Batak, gazebo untuk bersantai, serta area parkir sederhana sehingga cocok untuk piknik dan bersantai sambil menikmati panorama matahari terbenam di Danau Toba.",Pematang Sidamanik,0,2000,5000,1.0,0.0008058017727639,0.35012087026591454
Pantai Tondongta,https://www.google.com/maps/place/Pantai+Tondongta/data=!4m7!3m6!1s0x3031c1004d0edd27:0x221df43480210b1c!8m2!3d2.6976654!4d98.816938!16s%2Fg%2F11vrgbxm2g!19sChIJJ90OTQDBMTARHAshgDT0HSI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMAjy3zjKsOMOlcWKjglf4dbOzUbxl-qemSjsWC=w163-h92-k-no,4.0,1,"Martoba, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 09.00-19.00,2.6976654,98.816938,Bahari,"Piknik, Olahraga, Pemandangan","Pantai Tondongta menawarkan hamparan pasir putih lembut dan permukaan air danau yang tenang untuk berenang dan memancing, serta dilengkapi gazebo dan warung lokal yang menyewakan kayak dan perlengkapan snorkeling bagi pengunjung yang ingin menjelajah perairan jernih Danau Toba. Di senja hari, panorama matahari terbenam di ufuk barat menjadi momen puncak untuk menikmati keindahan alam sekitar.",Simanindo,0,10000,20000,0.23076923076923084,0.0,0.08076923076923079
Pasir Siriaon,https://www.google.com/maps/place/Pasir+Siriaon/data=!4m7!3m6!1s0x3031c5b9ddf4dbc5:0x862d1d9cf58c6e7b!8m2!3d2.6509993!4d98.6860888!16s%2Fg%2F11sgv56kg1!19sChIJxdv03bnFMTARe26M9ZwdLYY?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNWsmXgvBcAl07LDdedGAG7K714GcVf3z7CRO5R=w160-h92-k-no,4.7,29,"Jln.Simanindo km.4,Siriaon, Sitolu Huta, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.6509993,98.6860888,Bahari,"Olahraga, Hiburan, Pemandangan",Pantai Pasir Siriaon menawarkan hamparan pasir putih lembut di tepi Danau Toba dengan latar perbukitan hijau di seberang. Pantai ini populer sebagai tempat berenang dan mandi di danau sambil menikmati panorama gunung di sekeliling. Area tepi Pasir Siriaon juga sering menjadi lokasi lomba olahraga tradisional masyarakat. Pantai ini juga sering dikunjungi wisatawan lokal untuk bersantai dan berfoto selfie di tepi danau yang tenang,Pangururan,0,0,0,0.7692307692307696,0.0056406124093473006,0.5401537221843429
Tepian Sibea bea Danau Toba,https://www.google.com/maps/place/Tepian+Sibea+bea+Danau+Toba/data=!4m7!3m6!1s0x3031db11fdd898b7:0x544b189ad9814e3e!8m2!3d2.5525471!4d98.6765894!16s%2Fg%2F11stbcrf2m!19sChIJt5jY_RHbMTARPk6B2ZoYS1Q?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNvjNiRNzZ-LuEpTt3rXOzQHmm5bwd58DVYC2FT=w163-h92-k-no,4.8,16,"Sibea bea danau toba, Turpuk Sihotang, Sumatera Utara",Open 08.00-18.00,2.5525471,98.6765894,Alam,"Pemandangan, Fotografi","Tepi Sibea‑bea menawarkan pemandangan spektakuler hamparan danau biru berpadu bukit hijau serta ikon Patung Yesus setinggi 61 m di puncak bukit yang sekaligus berfungsi sebagai menara pandang untuk melihat lanskap sekitarnya, dengan sejumlah titik berhenti untuk berfoto atau sekadar menikmati udara pegunungan.",Harian,5000,15000,20000,0.8461538461538463,0.0030217566478646252,0.5932142193020516
Taman tanduk Banua resort,https://www.google.com/maps/place/Taman+tanduk+Banua+resort/data=!4m7!3m6!1s0x3031b350dc3400fd:0x3e1d3836f1552a42!8m2!3d2.9000421!4d98.5450395!16s%2Fg%2F11rj65h36m!19sChIJ_QA03FCzMTARQipV8TY4HT4?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipO4E4eiDUJPtay3-O9Mu3BhAcQ9s3iXdJA791eS=w122-h92-k-no,4.3,18,"Ujung Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167",Open 24 hours,2.9000421,98.5450395,Alam,"Piknik, Camping, Pemandangan","Taman Tanduk Banua Resort adalah area rekreasi yang menyajikan hamparan lapangan terbuka di tepi Danau Toba untuk piknik, berkemah, dan menikmati panorama danau. Pada malam hari, pengunjung dapat menikmati api unggun dan pemandangan langit penuh bintang, sedangkan pagi hari dikelilingi kabut tipis di atas danau.",Pamatang Silima Huta,15000,2000,3000,0.4615384615384617,0.003424657534246575,0.3241043203371971
Simarjarunjung Hound Sky,https://www.google.com/maps/place/Simarjarunjung+Hound+Sky/data=!4m7!3m6!1s0x3031be99603a0fdd:0xab6ab6a6249238fb!8m2!3d2.8178556!4d98.7755841!16s%2Fg%2F11f3n93mhz!19sChIJ3Q86YJm-MTAR-ziSJKa2aqs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipN9gkj-7YZ6suH_vLvq_xGQsKhWriqFgwO7Fx9F=w122-h92-k-no,4.3,306,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.8178556,98.7755841,Alam,"Piknik, Camping, Pemandangan, Trekking, Fotografi","Simarjarunjung Hound Sky (SHS) dirancang sebagai sky‑view point dengan teras pandang dan menara kecil, sehingga menjadi salah satu spot terbaik untuk menikmati panorama alam dan berfoto dengan latar danau. SHS menyediakan berbagai atraksi, antara lain camping ground dan taman bunga, yang memberi kesempatan bagi pengunjung untuk berkemah dan piknik di tengah suasana pinus dan kebun warna‑warni.",Dolok Pardamean,0,15000,40000,0.4615384615384617,0.06144238517324738,0.3415096386288974
Parapet secret view,https://www.google.com/maps/place/Parapet+secret+view/data=!4m7!3m6!1s0x3031ef9404eea219:0xb70f1e0c5bb13aec!8m2!3d2.6651263!4d98.9258941!16s%2Fg%2F11st7wz06r!19sChIJGaLuBJTvMTAR7DqxWwweD7c?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPBannYE8fRpu8EkkrqdMb0YSI0Fc-v6phworku=w122-h92-k-no,4.0,2,"Jl. Marihat, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 06.00-23.00,2.6651263,98.9258941,Alam,"Olahraga, Hiburan, Pemandangan","Parapat Secret View adalah salah satu hidden gem di pinggir jalan yang belum banyak diketahui wisatawan dan menawarkan panorama terbuka Danau Toba yang menakjubkan tanpa penghalang bangunan. Lokasi ini sangat cocok bagi yang ingin menghindari keramaian, sambil menikmati lanskap pegunungan dan danau dalam suasana tenang.",Girsang Sipangan Bolon,0,0,0,0.23076923076923084,0.000201450443190975,0.08079944833570943
The Kaldera,https://www.google.com/maps/place/The+Kaldera/data=!4m7!3m6!1s0x3031ef11fbe7a0f9:0x75154767a18d02c8!8m2!3d2.6067911!4d98.9459367!16s%2Fg%2F11fkn47m3h!19sChIJ-aDn-xHvMTARyAKNoWdHFXU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOytwSUDkAMDchapwynUo77KXcTWvxVrcNl_z3e=w122-h92-k-no,4.5,3436,"Sigapiton, Kec. Ajibata, Toba, Sumatera Utara",Open 08.00-17.00,2.6067911,98.9459367,Alam,"Camping, Pemandangan","The Kaldera adalah glamping resort yang memadukan kenyamanan akomodasi bohemian dengan panorama spektakuler Kaldera Danau Toba, menawarkan tenda mewah, bubble tent, glass cabin, dan ecopod untuk pengalaman menginap dekat alam.",Ajibata,20000,0,0,0.6153846153846154,0.6919822723609992,0.6383639124775305
Aekkhori Outbound,https://www.google.com/maps/place/Aekkhori+Outbound/data=!4m7!3m6!1s0x3031ad77cdc30417:0x12fcd395bd03cbf7!8m2!3d2.9172467!4d98.5273768!16s%2Fg%2F11f3nl1s3m!19sChIJFwTDzXetMTAR98sDvZXT_BI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNLyNU9QIoPaprmcROWvRueWLgubbi7uUUQR1jy=w163-h92-k-no,4.5,53,"Silalahi, Jalan, Tongging, Merek, Karo Regency, North Sumatra 22173",Open 09.00-17.30,2.9172467,98.5273768,Alam,"Piknik, Camping, Olahraga, Hiburan, Pemandangan, Edukasi","Aekkhori Outbound adalah taman rekreasi alam dan pusat pelatihan outbound dengan pemandangan Danau Toba yang memukau. Di sini pengunjung dapat mengikuti berbagai permainan tantangan seperti flying fox, high rope, dan spider web untuk membangun kerja sama tim dan kepemimpinan, sekaligus menikmati kegiatan edukasi lingkungan dan camping di area terbuka.",Merek,5000,0,0,0.6153846153846154,0.0104754230459307,0.43391185768301
Prapat bahari,https://www.google.com/maps/place/Prapat+bahari/data=!4m7!3m6!1s0x3031ef2c230be4d7:0xc5d1a71de86710c!8m2!3d2.665013!4d98.9343351!16s%2Fg%2F11v0j527vz!19sChIJ1-QLIyzvMTARDHGG3nEaXQw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNDw7x7cWtNpARodlakuM-9KhNLKF1XZ4Em6ZSO=w204-h92-k-no,5.0,3,"Jl. Kol. TPR Sinaga, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 24 hours,2.665013,98.9343351,Bahari,"Piknik, Olahraga, Hiburan, Pemandangan, Aktivitas Air, Berenang","Pantai Wisata Bahari Parapat adalah destinasi rekreasi keluarga yang menawarkan pasir putih yang bersih dan suasana yang tenang, cocok untuk bersantai sambil menikmati panorama danau dan perbukitan hijau di sekitarnya. Fasilitas yang tersedia meliputi area bermain air, penyewaan sampan, sepeda air berbentuk bebek, ban pelampung, serta tikar untuk piknik.",Girsang Sipangan Bolon,0,0,0,1.0,0.0004029008863819501,0.35006043513295726
Danau Aek Natonang,https://www.google.com/maps/place/Danau+Aek+Natonang/data=!4m7!3m6!1s0x3031e64b84ac3b43:0x1d493a7bfd69ff08!8m2!3d2.5636434!4d98.8835239!16s%2Fg%2F11b6tf6tsg!19sChIJQzushEvmMTARCP9p_Xs6SR0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMYdX5u_C_tQ5lffWFiri7-TiH1Ji9FKQtMr9Qt=w163-h92-k-no,4.5,286,"Aek Natonang, Tanjungan, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.5636434,98.8835239,Alam,"Piknik, Camping, Pemandangan","Danau Aek Natonang adalah danau yang dijuluki ""danau di atas danau"" karena berada di Pulau Samosir yang sendiri terletak di tengah Danau Toba . Dengan luas sekitar 42 hingga 65 hektare dan berada pada ketinggian 1.300 meter di atas permukaan laut, danau ini dikelilingi oleh hutan pinus yang asri dan menawarkan udara sejuk serta pemandangan yang menenangkan.",Simanindo,5000,0,0,0.6153846153846154,0.057413376309427874,0.44799324366205917
Efrata Waterfall,https://www.google.com/maps/place/Efrata+Waterfall/data=!4m7!3m6!1s0x3031d0eafd2bb9b1:0x4ac5b042ef0cebcd!8m2!3d2.5368988!4d98.6449414!16s%2Fg%2F11c1tsw8sk!19sChIJsbkr_erQMTARzesM70KwxUo?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipN10duLqsQQQaJWZZl2wsLAM-qbvpKllD-oP_sU=w80-h106-k-no,4.5,826,"Sosor Dolok, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 06.00-19.00,2.5368988,98.6449414,Alam,"Pemandangan, Trekking, Santai","Air Terjun Efrata menawarkan keindahan alam yang menakjubkan dengan ketinggian sekitar 25 meter dan lebar sekitar 10 meter . Dikelilingi oleh perbukitan hijau dan hutan tropis, suasana sejuk dan udara segar menjadikan tempat ini cocok untuk melepas penat dan menikmati keindahan alam.",Harian,7000,2000,5000,0.6153846153846154,0.1661966156325544,0.4806282154589971
Wisata Panatapan Dolok Nagugun Sipira/Bukit Sipira,https://www.google.com/maps/place/Wisata+Panatapan+Dolok+Nagugun+Sipira%2FBukit+Sipira/data=!4m7!3m6!1s0x3031e7a41c5f5de7:0x58ef715deecf5ddd!8m2!3d2.5501041!4d98.9054157!16s%2Fg%2F11mvnk8bhv!19sChIJ511fHKTnMTAR3V3P7l1x71g?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPgwS2FOxBXuwrJ_Xasxj_rNyL4W2_PMG9nfR9e=w163-h92-k-no,4.8,185,"Sipira, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara 22397",Open 24 hours,2.5501041,98.9054157,Alam,"Piknik, Camping, Pemandangan, Santai","Bukit Sipira berada di ketinggian yang memungkinkan pengunjung menikmati pemandangan 180 derajat Danau Toba, termasuk area Tigaras, Balige, dan deretan Bukit Barisan di Sibisa, Parapat. Dikenal sebagai ""negeri di atas awan,"" bukit ini menawarkan suasana sejuk dan tenang, cocok untuk melepas penat dari hiruk-pikuk kota. ",Onan Runggu,5000,0,0,0.8461538461538463,0.0370668815471394,0.6034277567718341
Pondok Wisata Lagundi Samosir,https://www.google.com/maps/place/Pondok+Wisata+Lagundi+Samosir/data=!4m7!3m6!1s0x3031e47e7fe52655:0x5fe9999183489510!8m2!3d2.5135363!4d98.9662788!16s%2Fg%2F11b6thsd01!19sChIJVSblf37kMTAREJVIg5GZ6V8?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOMlJ12JaWzYMYU25gI7XSF-bBAetTZ0qHPGPRx=w122-h92-k-no,4.2,52,"Pantai Lagundi Onan Runggu Samosir, Sitamiang, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.5135363,98.9662788,Alam,"Camping, Pemandangan","Pondok Wisata Lagundi Samosir adalah destinasi wisata alam di Desa Sitamiang, Kecamatan Onan Runggu, Kabupaten Samosir, Sumatera Utara . Tempat ini menawarkan pemandangan pantai bersih dan indah di tepi Danau Toba , dengan pasir putih yang membentang dan suasana alam yang tenang 
",Onan Runggu,5000,2000,2000,0.384615384615385,0.010273972602739725,0.2723129610115914
Hadabuan Naisogop Waterfalls,https://www.google.com/maps/place/Hadabuan+Naisogop+Waterfalls/data=!4m7!3m6!1s0x3031d02a01939241:0xfdd5ff9cf99a04bd!8m2!3d2.5891228!4d98.6214639!16s%2Fg%2F11cn5nq3g1!19sChIJQZKTASrQMTARvQSa-Zz_1f0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPNzVFlFwKdpDuZJ1jElf3CgypO4Jib2j8uDoi_=w80-h106-k-no,4.4,120,"Sarimarrihit, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 07.00-18.00,2.5891228,98.6214639,Alam,"Hiburan, Pemandangan, Trekking, Aktivitas Air","Air Terjun Hadabuan Naisogop memiliki ketinggian sekitar 12 meter dengan aliran air yang deras, dikelilingi oleh tebing batu dan pepohonan rindang yang menciptakan suasana sejuk dan tenang. Keunikan air terjun ini terletak pada kolam alami di bawahnya yang tidak terlalu dalam, memungkinkan pengunjung untuk bermain air atau berendam sambil menikmati kesegaran alam sekitar.",Sianjur Mula Mula,7000,2000,2000,0.5384615384615388,0.023972602739726026,0.38411485774499493
Bukit Sidihoni,https://www.google.com/maps/place/Bukit+Sidihoni/data=!4m7!3m6!1s0x3031c30058d796cf:0x93790f677aaddf69!8m2!3d2.6050467!4d98.7490936!16s%2Fg%2F11vqh1wwnb!19sChIJz5bXWADDMTARad-temcPeZM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPpOqB9QmGVo3Bu9AsshQgOPIguy9OG-ziJM1Jm=w122-h92-k-no,4.6,108,"Sidihoni atas, Salaon Toba, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.6050467,98.7490936,Alam,"Hiburan, Pemandangan, Trekking","Bukit Sidihoni adalah destinasi wisata alam dengan ketinggian sekitar 1.300 meter di atas permukaan laut (mdpl) , bukit ini menawarkan pemandangan spektakuler berupa hamparan savana hijau, perbukitan, dan Danau Sidihoni yang berada di kawasan yang sama. ",Ronggur Nihuta,10000,5000,10000,0.6923076923076921,0.021555197421434327,0.4910819438418147
Air Mancur Menari Water Front Pangururan,https://www.google.com/maps/place/Air+Mancur+Menari+Water+Front+Pangururan/data=!4m7!3m6!1s0x3031c5004b96a6ef:0x6db8f05ea2ad6dba!8m2!3d2.6038544!4d98.6997962!16s%2Fg%2F11lcqr5jgt!19sChIJ76aWSwDFMTARum2tol7wuG0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipM3sCtarUmZ7qlxx3zilpl53npKmV-UNBOf4tJv=w122-h92-k-no,4.7,664,"Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392",Open 24 hours,2.6038544,98.6997962,Alam,"Pemandangan, Fotografi, Hiburan","Waterfront Pangururan adalah sebuah kawasan wisata tepi Danau Toba yang indah dan tertata di Pangururan, Kabupaten Samosir. Tempat ini menawarkan kombinasi antara keindahan alam dan hiburan modern, dengan daya tarik utama berupa pertunjukan Air Mancur Menari yang memukau. ",Pangururan,5000,0,0,0.7692307692307696,0.13356164383561644,0.5785300316122236
SAMOSIR VIEW,https://www.google.com/maps/place/SAMOSIR+VIEW/data=!4m7!3m6!1s0x3031e6447ea4a825:0xd51392fd47e7f3a6!8m2!3d2.5607547!4d98.8966388!16s%2Fg%2F11c522_v5c!19sChIJJaikfkTmMTARpvPnR_2SE9U?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPTZO5A4a8_9J4EKB_guBd5S5K40XIm4SxOEOQj=w163-h92-k-no,4.8,104,"Jl. Pulau Samosir, Parbalohan, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.5607547,98.8966388,Alam,"Pemandangan, Fotografi","SAMOSIR VIEW adalah sebuah titik pandang yang luar biasa di Pulau Samosir, Sumatera Utara, yang menawarkan panorama spektakuler dan tak terlupakan ke arah Danau Toba yang membentang luas. Dari ketinggian, pengunjung dapat mengagumi keindahan air danau yang biru jernih dikelilingi oleh perbukitan hijau yang berliku, dengan siluet pegunungan yang menjulang di kejauhan di bawah langit yang cerah.",Simanindo,0,0,0,0.8461538461538463,0.020749395648670427,0.5985325110022934
Toga raja,https://www.google.com/maps/place/Toga+raja/data=!4m7!3m6!1s0x3031d19446eee673:0xdb04d1a721c7820c!8m2!3d2.5276795!4d98.6521425!16s%2Fg%2F11qb5m9b7_!19sChIJc-buRpTRMTARDILHIafRBNs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOohdaoRvt506ErVxfgSx2I9_bqwiCFsHk7BqPY=w122-h92-k-no,4.7,153,"Partungko Naginjang, Harian, Samosir Regency, North Sumatra 22391",Open 24 hours,2.5276795,98.6521425,Alam,"Pemandangan, Camping, Trekking, Fotografi","Toga Raja adalah destinasi wisata budaya dan alam yang menyuguhkan pemandangan spektakuler Danau Toba dari atas bukit. Tempat ini merupakan kawasan asal-muasal marga Raja Napitupulu, salah satu marga besar dalam suku Batak. Wisatawan bisa menyaksikan panorama Danau Toba yang luas, berinteraksi dengan arsitektur rumah adat Batak, serta menelusuri sejarah leluhur marga Napitupulu.",Harian,10000,0,0,0.7692307692307696,0.0306204673650282,0.5476476786710471
Kelok Lapan Sibea-Bea,https://www.google.com/maps/place/Kelok+Lapan+Sibea-Bea/data=!4m7!3m6!1s0x3031db2161660b5f:0x6b6f3c7dabf88854!8m2!3d2.5519918!4d98.6758967!16s%2Fg%2F11rghbv20m!19sChIJXwtmYSHbMTARVIj4q308b2s?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPqoazwsG8Lu-HOk-luS8iWl4oI7heB1X5HgPYl=w122-h92-k-no,4.5,273,"Jl. Sisingamangaraja, Dolok Raja, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 08.00-17.00,2.5519918,98.6758967,Alam,"Pemandangan, Camping, Trekking, Fotografi","Kelok Lapan atau Kelok 9 Sibea-Bea adalah jalan berkelok dengan pemandangan dramatis yang mengarah ke Patung Yesus Kristus raksasa setinggi 61 meter di perbukitan Samosir, Danau Toba. Jalur ini menjadi magnet wisata religi dan spot fotografi dengan latar keindahan Danau Toba dari ketinggian.",Harian,0,0,0,0.6153846153846154,0.0547945205479452,0.44720758693361434
Bukit Indah Sitalmak Talmak Sihotang,https://www.google.com/maps/place/Bukit+Indah+Sitalmak+Talmak+Sihotang/data=!4m7!3m6!1s0x3031dbae58bae751:0x7b481b23d0cda760!8m2!3d2.5198137!4d98.7332695!16s%2Fg%2F11h2mzgnd2!19sChIJUee6WK7bMTARYKfN0CMbSHs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPhcrHFDeCobgu6wUu5o3WQfgj_4LkMBsvwO07n=w80-h106-k-no,4.7,20,"Sampur Toba, Harian, Samosir Regency, North Sumatra 22393",Open 24 hours,2.5198137,98.7332695,Alam,"Pemandangan, Fotografi, Santai, Trekking , Piknik","Bukit Indah Sitalmak Talmak Sihotang adalah tempat yang menawarkan pemandangan alam yang memukau. Terletak di Kabupaten Samosir, Sumatera Utara, tempat ini menyajikan panorama perbukitan yang hijau dan menyejukkan, berpadu dengan keindahan Danau Toba. Dari ketinggian bukit, pengunjung dapat menikmati pemandangan danau yang luas dengan latar belakang pegunungan yang megah. Udara yang sejuk dan suasana yang tenang menjadikan tempat ini ideal untuk bersantai dan menikmati keindahan alam.",Harian,10000,0,0,0.7692307692307696,0.003827558420628525,0.5396098059877272
Tuk-Tuk,https://www.google.com/maps/place/Tuk-Tuk/data=!4m7!3m6!1s0x3031ea177196ba23:0xf827e177e9bed3fd!8m2!3d2.6769913!4d98.854953!16s%2Fg%2F11clgffkts!19sChIJI7qWcRfqMTAR_dO-6XfhJ_g?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOloXGy1yuKHWr0sgKsmIcbsUGbd4LtklJvaNoT=w137-h92-k-no,4.6,238,"Jl. Lkr. Tuktuk No.10, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 08.00-17.00,2.6769913,98.854953,Alam,"Pemandangan, Transportasi","Tuktuk Siadong adalah sebuah desa kecil yang terletak di sebuah tanjung kecil di Pulau Samosir, Sumatera Utara. Tempat ini menawarkan panorama Danau Toba yang mempesona dan suasana yang menyegarkan. Tuktuk Siadong dikenal sebagai tempat terbaik untuk menikmati keindahan Danau Toba, dengan pemandangan danau yang luas dan latar belakang pegunungan yang megah.",Simanindo,0,0,0,0.6923076923076921,0.047743755036261076,0.4989385111262627
