,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,note
Pantai Pakkodian,https://www.google.com/maps/place/Pakkodian/data=!4m7!3m6!1s0x302e04b328f0563f:0x290b460f48d5dd52!8m2!3d2.3396203!4d99.0134629!16s%2Fg%2F11c3k4_chx!19sChIJP1bwKLMELjARUt3VSA9GCyk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMQTUCMm-zQqpVSOM2Wks54R3vwjvirj-JhWFnQ=w204-h92-k-no,4.5,579,"Danau Toba, Lintong Nihuta, Kec. Tampahan, Toba, Sumatera Utara 22312",Open 24 hours,2.3396203,99.0134629,Bahari,"Aktivitas Air, Pemandangan, Berenang, Camping, Fotografi, Santai","Pantai Pakkodian terletak di pinggiran Danau Toba, tepatnya di Desa Tarabunga, Kecamatan Tampahan, Kabupaten Toba, Sumatera Utara. Pantai ini terkenal dengan pasir putihnya yang lembut dan air danau yang jernih, menciptakan pemandangan yang memukau, terutama saat matahari terbenam di balik perbukitan. Di sini, pengunjung dapat menikmati berbagai aktivitas seperti camping berenang, menyewa perahu untuk menjelajahi danau, atau memancing. Pantai Pakkodian juga menjadi tempat yang ideal untuk bersantai, berjemur, atau sekadar menikmati kedamaian alam yang tenang. Selain keindahan alamnya, pengunjung dapat berinteraksi dengan masyarakat lokal Batak yang ramah, serta menikmati pertunjukan tari dan musik tradisional yang memperkaya pengalaman wisata. Dengan fasilitas seperti penginapan, restoran, dan toko suvenir, Pantai Pakkodian menjadi destinasi yang mudah diakses dan cocok untuk liburan bersama keluarga atau teman.",
Bukit cinta,https://www.google.com/maps/place/Bukit+cinta/data=!4m7!3m6!1s0x3031b521bc259afb:0x30ff76880076acf7!8m2!3d2.7620477!4d98.5336525!16s%2Fg%2F11sszn831r!19sChIJ-5olvCG1MTAR96x2AIh2_zA?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPCwb8735pg8wqNVK7UPYTk8lGqLNR8cmCJg3A=w80-h106-k-no,4.2,75,"Silalahi I, Silahisabungan, Dairi Regency, North Sumatra",Open 08.00-16.00,2.7620477,98.5336525,Alam,"Pemandangan, Fotografi, Camping, Trekking","Bukit Cinta Silalahi, yang terletak di Desa Silalahi, Kabupaten Dairi, Sumatera Utara, menawarkan pemandangan alam yang memukau, dengan latar belakang Danau Toba yang luas dan dikelilingi perbukitan hijau. Tempat ini dikenal dengan atmosfer romantisnya, menjadikannya destinasi ideal untuk pasangan yang ingin menghabiskan waktu bersama. Bukit ini juga populer di kalangan para fotografer berkat spot-spot menarik untuk mengabadikan keindahan alam, terutama saat matahari terbit atau terbenam. Akses ke bukit ini cukup mudah, meski jalan yang menantang membutuhkan perjalanan sekitar 4-5 jam dari Medan. Di puncaknya, pengunjung bisa menikmati pemandangan indah sambil duduk santai di gazebo atau berkemah di area yang tersedia. Bukit Cinta Silalahi adalah tempat yang menawarkan ketenangan, keindahan alam, dan pengalaman berharga di Sumatera Utara.",
Wisata danau toba,https://www.google.com/maps/place/Wisata+danau+toba/data=!4m7!3m6!1s0x3031df007a17c65b:0xc44f3722b7705196!8m2!3d2.4337266!4d98.8305898!16s%2Fg%2F11x08jd7_w!19sChIJW8YXegDfMTARllFwtyI3T8Q?authuser=0&hl=en&rclk=1,,,,CRMJ+F6,Open 08.00-16.00,2.4337266,98.8305898,,,"Namanya terlalu general, udah gitu koordinat lokasinya di tengah danau",tidak relevan
Kapal pinisi danau toba,https://www.google.com/maps/place/Kapal+pinisi+danau+toba/data=!4m7!3m6!1s0x3031ef43f7be04c1:0xb59519e2ce353108!8m2!3d2.6648855!4d98.9350394!16s%2Fg%2F11vj4pcw15!19sChIJwQS-90PvMTARCDE1zuIZlbU?authuser=0&hl=en&rclk=1,,1,1,MW7P+X23,Open 09.00-20.00,2.6648855,98.9350394,,,ini kapal sih... udah gitu reviewnya buruk,tidak relevan
LAKE TOBA ADVENTURE TOUR,https://www.google.com/maps/place/LAKE+TOBA+ADVENTURE+TOUR/data=!4m7!3m6!1s0x3031ebd31bc99af9:0x80cf0cd0c98616dd!8m2!3d2.6730125!4d98.8478906!16s%2Fg%2F11sjc7xgwv!19sChIJ-ZrJG9PrMTAR3RaGydAMz4A?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMzKJHKljHBFgoaW_zho3aNiLW0H3FmXikI3pK_=w122-h92-k-no,,,MRFX+652,Open 08.00-16.00,2.6730125,98.8478906,,,"Namanya terlalu general, dan MINIM INFO",tidak relevan
La repa beach,https://www.google.com/maps/place/La+repa+beach/data=!4m7!3m6!1s0x3031eb2941f92749:0x7c28888217057ef6!8m2!3d2.7182254!4d98.8893516!16s%2Fg%2F11lgv5cwnp!19sChIJSSf5QSnrMTAR9n4FF4KIKHw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPIWTfbFkiZ2pk2FCTiptKZ5z2ndKuHzBHkBqZH=w163-h92-k-no,4,8,"Sipolha Horison, Pematang Sidamanik, Simalungun Regency, North Sumatra 21186",Open 24 hours,2.7182254,98.8893516,Alam,"Fotografi, Gua","Pantai La Repa, yang terletak di Nagori Sipolha, Kecamatan Pematang Sidamanik, Simalungun, menawarkan pengalaman wisata yang unik dan memikat. Salah satu daya tarik utama dari pantai ini adalah Gua Singirngir yang tersembunyi di sekitarnya, yang dikenal juga dengan nama Gua Mimpi. Gua ini ditemukan pada tahun 1998 dan dikenal karena keindahan stalaktit dan stalagmit yang menghiasi dindingnya. Perjalanan menuju gua ini memacu adrenalin, dengan medan yang menantang dan gelapnya suasana di dalam gua. Bagi para pecinta alam, menjelajahi gua ini adalah pengalaman yang tak terlupakan, apalagi dengan bantuan lampu kepala untuk menerangi kegelapan di dalamnya. Selain gua, pengunjung juga dapat menikmati panorama alam yang menakjubkan, bersantai di pantai berpasir putih sepanjang 250 meter, atau menikmati angin sepoi-sepoi sambil menikmati gemuruh ombak yang tenang. Pantai La Repa dengan keindahan alamnya yang eksotis ini memberikan kesempatan untuk menggabungkan petualangan dengan ketenangan.",
Loho Beach And Camping Ground,https://www.google.com/maps/place/Loho+beach+%26+camping+ground/data=!4m7!3m6!1s0x3031c716dcd619f5:0x5c6070d935b51b9d!8m2!3d2.7116063!4d98.6910286!16s%2Fg%2F11y2d1k2cq!19sChIJ9RnW3BbHMTARnRu1NdlwYFw?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMOx7Y8ln76WFQI01UWRnBX0ipIrp05ZZy8CpWE=w122-h92-k-no,5,58,"Jl. Raya Simanindo, Parbaba, Toba, Kabupaten Samosir, Sumatera Utara 22390",Open 24 hours,2.7116063,98.6910286,Bahari,"Camping, Santai, Aktivitas Air, Berenang, Santai","Loho Beach & Camping Ground, terletak di Jl. Raya Simanindo, Parbaba, Toba, Kabupaten Samosir, Sumatera Utara, adalah destinasi wisata yang menawarkan pengalaman berlibur unik dengan kombinasi pantai dan berkemah. Terletak di kawasan dengan pemandangan alam yang memukau, tempat ini menawarkan pasir putih yang bersih dan air laut yang jernih, menciptakan suasana yang menenangkan. Pengunjung dapat menikmati berbagai aktivitas seperti berenang, berjemur, atau berkemah di dekat pantai, menikmati malam di bawah bintang-bintang dengan suara ombak sebagai latar belakang. Fasilitas camping yang tertata dengan baik memastikan kenyamanan pengunjung yang ingin merasakan liburan santai namun penuh petualangan di tengah keindahan alam.",
Hutan indah lestari,https://www.google.com/maps/place/Hutan+indah+lestari/data=!4m7!3m6!1s0x3031e9afee7f1895:0xf8e0f6da1abacc8e!8m2!3d2.6306875!4d98.8486875!16s%2Fg%2F11rv07rbdx!19sChIJlRh_7q_pMTARjsy6Gtr24Pg?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipO4f9wuAhjTCsbYlFbTcLPn1TVz3t_mQunpKyT-=w122-h92-k-no,4.9,15,JRJX+7F,Open 24 hours,2.6306875,98.8486875,,,"MINIM INFO, TEMPATNYA JUGA KAYA rumah kayu gt ",tidak jelas tempat
Pantai Pasir Putih Purbaba,"https://www.google.com/maps/place/Pantai+Pasir+Putih+Parbaba/@2.6950959,98.6794137,15z/data=!3m1!4b1!4m6!3m5!1s0x3031c645a45d4f41:0x49aff691571c6464!8m2!3d2.695096!4d98.6897135!16s%2Fg%2F11b6zxmg8l?entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSRUtW9NnlDEx7yjiTPmHCL2DZq4XoYllgNKAfWLcgKQuRjxUKa0gWXGBioaLMYVvCvFUxrou4-unyR09hAvkzA5y7FoVYa-gX_UqKOFk0hVdYG-5U8eZZZ6pV7QTRphaYyHH8=w427-h240-k-no,4.2,2918,"Parbaba Dolok, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.695096,98.6897135,Bahari,"Aktivitas Air, Berenang, Perahu, Banana Boat, Olahraga","Pantai Pasir Putih Parbaba adalah destinasi wisata unik di tepi Danau Toba, Samosir, yang menawarkan hamparan pasir putih alami dengan latar belakang bukit hijau, menjadikannya tempat yang ideal untuk bersantai maupun beraktivitas seru bersama keluarga. Berlokasi tidak jauh dari Tomok, pantai ini mudah diakses dan menawarkan berbagai wahana air seperti banana boat, kano, sepeda air, dan speed boat, serta aktivitas santai seperti berenang, bermain pasir, voli pantai, atau sekadar menikmati pemandangan danau. Fasilitasnya cukup lengkap, termasuk kamar mandi, ruang ganti, tempat makan, toko cenderamata, serta penginapan terjangkau di sekitarnya.",
Perkemahan Paropo,https://www.google.com/maps/place/Perkemahan+Paropo/data=!4m7!3m6!1s0x3031b3755f6acba9:0x9c1bb632e36473ef!8m2!3d2.8441892!4d98.5295004!16s%2Fg%2F11f40ylkbw!19sChIJqctqX3WzMTAR73Nk4zK2G5w?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipO2tad4p5_q7RoEohsPN8XMA8u5olDC5R_za0l0=w122-h92-k-no,4.6,204,"Paropo I, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.8441892,98.5295004,Alam,"Pemandangan, Fotografi, Camping, Memancing, Aktivitas Air","Perkemahan Paropo terletak di Desa Paropo, Kecamatan Silahisabungan, Kabupaten Dairi, Sumatera Utara, adalah destinasi wisata alam yang terletak di tepi timur Danau Toba, menawarkan panorama indah dan udara sejuk di ketinggian 1.000 mdpl. Desa ini populer sebagai tempat camping favorit, terutama saat akhir pekan, karena suasana damainya, pemandangan danau yang jernih dikelilingi bukit hijau, dan momen matahari terbit yang menawan. Selain berkemah, pengunjung juga bisa menikmati aktivitas seperti memancing, berenang, bermain air, atau sekadar bersantai sambil menikmati alam. Fasilitas yang tersedia mencakup area berkemah lengkap, penyewaan perlengkapan camping, dan akses menuju Pulau Paropo serta wisata budaya seperti Tugu Silahisabungan yang menggelar pesta adat tahunan. Dengan keindahannya yang memesona, Paropo menjadi tempat ideal untuk menyegarkan pikiran dari hiruk pikuk kota.",
Pinus Hills Simarjarunjung,https://www.google.com/maps/place/Pinus+Hills+Simarjarunjung/data=!4m7!3m6!1s0x3031bfeba9ee1ef9:0x5cdfd4f32b372494!8m2!3d2.8170001!4d98.7827456!16s%2Fg%2F11lkflf_g_!19sChIJ-R7uqeu_MTARlCQ3K_PU31w?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMQQGrvqUHoP7lyGYC9lWHSCMfOvOJleBNl2O8k=w122-h92-k-no,4.2,27,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.8170001,98.7827456,Alam,"Pemandangan, Hiburan, Fotografi","Pinus Hills Simarjarunjung adalah destinasi wisata alam yang menawarkan hutan pinus yang asri dengan pemandangan perbukitan indah dan udara sejuk, menjadikannya tempat ideal untuk menikmati suasana alam yang tenang. Dari ketinggian bukit ini, pengunjung dapat menikmati panorama spektakuler Danau Toba dan lanskap perbukitan sekitarnya, sementara di beberapa titik telah dibangun rumah pohon (tree house) sederhana yang memberikan kesempatan sempurna untuk berswafoto dengan latar alam yang memukau.",
Spot foto silalahi,https://www.google.com/maps/place/Spot+foto+silalahi/data=!4m7!3m6!1s0x3031b55c72505701:0x5e5f714df6a15b00!8m2!3d2.755638!4d98.5689484!16s%2Fg%2F11s7wbs3yw!19sChIJAVdQcly1MTARAFuh9k1xX14?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP6zO31HQP-ZKmxMx7KDvpbHxVH50k3HQbFBlor=w122-h92-k-no,4.5,75,"Silalahi II, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.755638,98.5689484,Alam,"Pemandangan, Hiburan, Trekking, Fotografi","Pada kawasan Silalahi, terdapat beberapa lokasi “anti-mainstream” dengan pemandangan Danau Toba dan perbukitan Barisan yang sangat instagramable. Spot‑spot ini mudah dijangkau oleh wisatawan dan umumnya masih tergolong sepi, sehingga cocok bagi yang ingin berfoto dengan latar alam yang menenangkan",
DTW Ikan Mas Sipolha,https://www.google.com/maps/place/DTW+Ikan+Mas+Sipolha/data=!4m7!3m6!1s0x3031eaccfdbe5e81:0xdf37c11ea9570f7d!8m2!3d2.7427742!4d98.8665076!16s%2Fg%2F11cm02q6mv!19sChIJgV6-_czqMTARfQ9XqR7BN98?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPc7istBJg73BuNc9IKsHsM7zXH66sPPr_Vg3e9=w122-h92-k-no,4.1,47,"Sipolha Horison, Kec. Pematang Sidamanik, Kabupaten Simalungun, Sumatera Utara 21186",Open 24 hours,2.7427742,98.8665076,Budaya,Pemandangan,"DTW Ikan Mas Sipolha dikenal karena replika ikan mas raksasa berbentuk bangunan unik di tepi Danau Toba, Nagori Sipolha Horison, Simalungun, Sumatera Utara. Struktur ini sempat terbengkalai selama 25 tahun tetapi kini menjadi bagian dari upaya revitalisasi destinasi wisata. Replika ini juga dikembangkan sebagai restoran dengan desain ikonik",bukan kategori
Pelabuhan Ajibata,"https://www.google.com/maps/place/Pelabuhan+Ajibata/@2.6594408,98.929854,17z/data=!4m10!1m2!2m1!1spelabuhan+ajibata!3m6!1s0x3031ef99777d1195:0x94b49e482663d92d!8m2!3d2.6594408!4d98.9346176!15sChFwZWxhYnVoYW4gYWppYmF0YZIBDnBvcnRfYXV0aG9yaXR5qgE6EAEyHxABIhsCFdnoYnO0Vg1u2mQ_6gccZYPAgLc63VWhswcyFRACIhFwZWxhYnVoYW4gYWppYmF0YeABAA!16s%2Fg%2F11fqjf3g9g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipP4zpyg0J4MwPz54PWi_1UDighBJPuHd8boBDH7=w80-h106-k-no,4.4,618,"Jl. Justin Sirait, Pardamean Ajibata, Kec. Ajibata, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-21.00,2.6594445,98.9346166,Bahari,"Transportasi, Pemandangan","Pelabuhan Ajibata, salah satu pelabuhan di tepi Danau Toba, menjadi titik penyeberangan menggunakan kapal ferry dan wisata menuju lokasi seperti Parapat atau Ambarita",
Pantai Pasir putih sigurgur,https://www.google.com/maps/place/Pantai+Pasir+putih+sigurgur/data=!4m7!3m6!1s0x3031b9c2b3a50245:0xec8b38bc49dd494d!8m2!3d2.7491743!4d98.71396!16s%2Fg%2F11p0__v39v!19sChIJRQKls8K5MTARTUndSbw4i-w?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPfkXQlu2m_GkptMCw1Z7PRnUpFHEvTUw-47bzC=w138-h92-k-no,3.9,9,"Simarmata, Simanindo, Kabupaten Samosir, Sumatera Utara",Open 09.00-22.00,2.7491743,98.71396,Bahari,"Piknik, Hiburan, Olahraga, Pemandangan, Fotografi","Pantai Pasir Putih Sigurgur menawarkan hamparan pasir putih eksotis dengan pemandangan indah Danau Toba. Destinasi ini ideal untuk menikmati sunset, bersantai di gazebo Sigurgur Restaurant sambil mencicipi kuliner khas Batak, serta berfoto di berbagai spot menarik. Garis pantainya yang lembut cocok untuk bermain pasir dan berjemur, sementara ombak tenang memungkinkan wisatawan menikmati olahraga air ringan seperti banana boat dan perahu karet.",
Desa Wisata Martoba,https://www.google.com/maps/place/Desa+Wisata+Martoba/data=!4m7!3m6!1s0x3031c1670511a7ab:0x1dcb6cad692ef370!8m2!3d2.6975449!4d98.8142774!16s%2Fg%2F11vwpmj4_5!19sChIJq6cRBWfBMTARcPMuaa1syx0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPlocSGC53Z2NUab_YpbhVphuKhcyZ-4wZF4BL2=w137-h92-k-no,5,7,"Martoba, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.6975449,98.8142774,Alam,"Camping, Pemandangan, Trekking","Desa Wisata Martoba adalah objek wisata berbasis desa yang menawarkan paket lengkap mulai dari wisata alam di bukit kecil dengan pemandangan 180° Danau Toba bagian timur, camping ground di puncak bukit untuk menikmati matahari terbit terbaik.",
Tuk Tuk Tara Bunga Beach,https://www.google.com/maps/place/Tuk+Tuk+Tara+Bunga+Beach/data=!4m7!3m6!1s0x3031bf0026aba541:0x8d3889a298430a45!8m2!3d2.7621326!4d98.8267323!16s%2Fg%2F11yb0_t09b!19sChIJQaWrJgC_MTARRQpDmKKJOI0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipP0f3JmQbEgsU0mivCuCSRnfHf1hVxmwh5U8vFS=w122-h92-k-no,5,5,"Pematang Tambun Raya, Kec. Pematang Sidamanik, Kabupaten Simalungun, Sumatera Utara",Open 24 hours,2.7621326,98.8267323,Bahari,"Piknik, Pemandangan, Santai","Tuk Tuk Tara Bunga Beach adalah pantai tepi Danau Toba dengan hamparan pasir halus dan air jernih yang dikelilingi perbukitan hijau Tara Bunga, di tepi pantai berdiri warung-warung lokal yang menyajikan kuliner Batak, gazebo untuk bersantai, serta area parkir sederhana sehingga cocok untuk piknik dan bersantai sambil menikmati panorama matahari terbenam di Danau Toba.",
Danau toba,https://www.google.com/maps/place/Danau+toba/data=!4m7!3m6!1s0x3031b3003ea6ead5:0xc4fdc6d202f18f40!8m2!3d2.898766!4d98.5545375!16s%2Fg%2F11w8q85rx0!19sChIJ1eqmPgCzMTARQI_xAtLG_cQ?authuser=0&hl=en&rclk=1,,4.4,,"Danau, Toba, North Sumatra",Open 24 hours,2.898766,98.5545375,,,Udah ada di no 42,tidak relevan
Spot view Danau Toba,https://www.google.com/maps/place/Spot+view+Danau+Toba/data=!4m7!3m6!1s0x3031b509a5e420f3:0x18d23a59e64017cf!8m2!3d2.7677114!4d98.5625972!16s%2Fg%2F11v15dbfg9!19sChIJ8yDkpQm1MTARzxdA5lk60hg?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipOfS1LlIRxKMoUKzJ75kUgq-tYpIlVm_VTpSDaJ=w80-h106-k-no,,,"Silalahi I, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.7677114,98.5625972,Alam,"Pemandangan, Trekking","Di sepanjang tepian Danau Toba dan Pulau Samosir terdapat puluhan titik pandang yang menawarkan panorama spektakuler dari hamparan danau biru hingga siluet perbukitan hijau dengan waktu terbaik pagi hari saat kabut menyapu permukaan air, atau sore hari jelang matahari terbenam yang memunculkan warna oranye keemasan. Spot‑spot ini dilengkapi fasilitas kafe atau warung untuk menikmati hidangan lokal sambil memandangi danau.",Tidak relevan'
Pantai Tondongta,https://www.google.com/maps/place/Pantai+Tondongta/data=!4m7!3m6!1s0x3031c1004d0edd27:0x221df43480210b1c!8m2!3d2.6976654!4d98.816938!16s%2Fg%2F11vrgbxm2g!19sChIJJ90OTQDBMTARHAshgDT0HSI?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipMAjy3zjKsOMOlcWKjglf4dbOzUbxl-qemSjsWC=w163-h92-k-no,4,1,"Martoba, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 09.00-19.00,2.6976654,98.816938,Bahari,"Piknik, Olahraga, Pemandangan","Pantai Tondongta menawarkan hamparan pasir putih lembut dan permukaan air danau yang tenang untuk berenang dan memancing, serta dilengkapi gazebo dan warung lokal yang menyewakan kayak dan perlengkapan snorkeling bagi pengunjung yang ingin menjelajah perairan jernih Danau Toba. Di senja hari, panorama matahari terbenam di ufuk barat menjadi momen puncak untuk menikmati keindahan alam sekitar.",
Pasir Siriaon,https://www.google.com/maps/place/Pasir+Siriaon/data=!4m7!3m6!1s0x3031c5b9ddf4dbc5:0x862d1d9cf58c6e7b!8m2!3d2.6509993!4d98.6860888!16s%2Fg%2F11sgv56kg1!19sChIJxdv03bnFMTARe26M9ZwdLYY?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNWsmXgvBcAl07LDdedGAG7K714GcVf3z7CRO5R=w160-h92-k-no,4.7,29,"Jln.Simanindo km.4,Siriaon, Sitolu Huta, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.6509993,98.6860888,Bahari,"Olahraga, Hiburan, Pemandangan",Pantai Pasir Siriaon menawarkan hamparan pasir putih lembut di tepi Danau Toba dengan latar perbukitan hijau di seberang. Pantai ini populer sebagai tempat berenang dan mandi di danau sambil menikmati panorama gunung di sekeliling. Area tepi Pasir Siriaon juga sering menjadi lokasi lomba olahraga tradisional masyarakat. Pantai ini juga sering dikunjungi wisatawan lokal untuk bersantai dan berfoto selfie di tepi danau yang tenang,
Tepian Sibea bea Danau Toba,https://www.google.com/maps/place/Tepian+Sibea+bea+Danau+Toba/data=!4m7!3m6!1s0x3031db11fdd898b7:0x544b189ad9814e3e!8m2!3d2.5525471!4d98.6765894!16s%2Fg%2F11stbcrf2m!19sChIJt5jY_RHbMTARPk6B2ZoYS1Q?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipNvjNiRNzZ-LuEpTt3rXOzQHmm5bwd58DVYC2FT=w163-h92-k-no,4.8,16,"Sibea bea danau toba, Turpuk Sihotang, Sumatera Utara",Open 08.00-18.00,2.5525471,98.6765894,Alam,"Pemandangan, Fotografi","Tepi Sibea‑bea menawarkan pemandangan spektakuler hamparan danau biru berpadu bukit hijau serta ikon Patung Yesus setinggi 61 m di puncak bukit yang sekaligus berfungsi sebagai menara pandang untuk melihat lanskap sekitarnya, dengan sejumlah titik berhenti untuk berfoto atau sekadar menikmati udara pegunungan.",
Taman tanduk Banua resort,https://www.google.com/maps/place/Taman+tanduk+Banua+resort/data=!4m7!3m6!1s0x3031b350dc3400fd:0x3e1d3836f1552a42!8m2!3d2.9000421!4d98.5450395!16s%2Fg%2F11rj65h36m!19sChIJ_QA03FCzMTARQipV8TY4HT4?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipO4E4eiDUJPtay3-O9Mu3BhAcQ9s3iXdJA791eS=w122-h92-k-no,4.3,18,"Ujung Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167",Open 24 hours,2.9000421,98.5450395,Alam,"Piknik, Camping, Pemandangan","Taman Tanduk Banua Resort adalah area rekreasi yang menyajikan hamparan lapangan terbuka di tepi Danau Toba untuk piknik, berkemah, dan menikmati panorama danau. Pada malam hari, pengunjung dapat menikmati api unggun dan pemandangan langit penuh bintang, sedangkan pagi hari dikelilingi kabut tipis di atas danau.",
Simarjarunjung Hound Sky,https://www.google.com/maps/place/Simarjarunjung+Hound+Sky/data=!4m7!3m6!1s0x3031be99603a0fdd:0xab6ab6a6249238fb!8m2!3d2.8178556!4d98.7755841!16s%2Fg%2F11f3n93mhz!19sChIJ3Q86YJm-MTAR-ziSJKa2aqs?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipN9gkj-7YZ6suH_vLvq_xGQsKhWriqFgwO7Fx9F=w122-h92-k-no,4.3,306,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.8178556,98.7755841,Alam,"Piknik, Camping, Pemandangan, Trekking, Fotografi","Simarjarunjung Hound Sky (SHS) dirancang sebagai sky‑view point dengan teras pandang dan menara kecil, sehingga menjadi salah satu spot terbaik untuk menikmati panorama alam dan berfoto dengan latar danau. SHS menyediakan berbagai atraksi, antara lain camping ground dan taman bunga, yang memberi kesempatan bagi pengunjung untuk berkemah dan piknik di tengah suasana pinus dan kebun warna‑warni.",
Parapet secret view,https://www.google.com/maps/place/Parapet+secret+view/data=!4m7!3m6!1s0x3031ef9404eea219:0xb70f1e0c5bb13aec!8m2!3d2.6651263!4d98.9258941!16s%2Fg%2F11st7wz06r!19sChIJGaLuBJTvMTAR7DqxWwweD7c?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipPBannYE8fRpu8EkkrqdMb0YSI0Fc-v6phworku=w122-h92-k-no,4,2,"Jl. Marihat, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 06.00-23.00,2.6651263,98.9258941,Alam,"Olahraga, Hiburan, Pemandangan","Parapat Secret View adalah salah satu hidden gem di pinggir jalan yang belum banyak diketahui wisatawan dan menawarkan panorama terbuka Danau Toba yang menakjubkan tanpa penghalang bangunan. Lokasi ini sangat cocok bagi yang ingin menghindari keramaian, sambil menikmati lanskap pegunungan dan danau dalam suasana tenang.",
Pea jambu,https://www.google.com/maps/place/Pea+jambu/data=!4m7!3m6!1s0x3031c300676e80a1:0xe434a54ac89749f9!8m2!3d2.6273112!4d98.7922018!16s%2Fg%2F11x0z_ppfc!19sChIJoYBuZwDDMTAR-UmXyEqlNOQ?authuser=0&hl=en&rclk=1,,,,"Danau toba, Sijambur, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara",Open 08.00-16.00,2.6273112,98.7922018,,,"Ini nama kampung di Aceh sebenermya wehh awokwokwok nyasar :""",tidak relevan
"Silalahi,sekitar danau toba","https://www.google.com/maps/place/Silalahi,sekitar+danau+toba/data=!4m7!3m6!1s0x3031af004c5479b9:0x6b1a62002a39aa65!8m2!3d2.9162194!4d98.6389812!16s%2Fg%2F11y2mr27_n!19sChIJuXlUTACvMTARZao5KgBiGms?authuser=0&hl=en&rclk=1",,5,1,"Simpang banua, Kec. Purba, Kabupaten Simalungun, Sumatera Utara",Open 24 hours,2.9162194,98.6389812,,,"Ini di map nya cuma jalanan dan perumahan penduduk, bukan tempat wisata",tidak relevan
Sigale-Gale Pertama Di Tomok,https://www.google.com/maps/place/Sigale-Gale+Pertama+Di+Tomok/data=!4m7!3m6!1s0x3031e9007f032e9f:0xe56ec711eb119a2c!8m2!3d2.6524136!4d98.8622265!16s%2Fg%2F11vz3dfn3q!19sChIJny4DfwDpMTARLJoR6xHHbuU?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/p/AF1QipODh8-o7PvE2SYpk7cmsNMVpyZBkcar9zMWMkE9=w122-h92-k-no,4.7,21,"Jl. Pulau Samosir No.3, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 10.30-11.30,2.6524136,98.8622265,Budaya,"Hiburan, Edukasi","Sigale-Gale adalah boneka kayu tradisional yang berasal dari Desa Tomok, Pulau Samosir , Sumatera Utara, yang terletak di tengah Danau Toba. Boneka ini menjadi ikon budaya suku Batak Toba dan dikenal sebagai simbol penghibur atau pelipur lara bagi masyarakat setempat.",bukan kategori
